City,Date,High,Low,Precipitation

San Francisco,10/1/2010,20.5555555556,15.5555555556,0.0
San Francisco,10/2/2010,21.1111111111,15.0,0.0
San Francisco,10/3/2010,21.6666666667,15.0,0.0
San Francisco,10/4/2010,20.5555555556,15.5555555556,0.0
San Francisco,10/5/2010,23.8888888889,13.8888888889,0.0
San Francisco,10/6/2010,24.4444444444,16.1111111111,0.0
San Francisco,10/7/2010,22.2222222222,14.4444444444,0.0
San Francisco,10/8/2010,24.4444444444,13.8888888889,0.0
San Francisco,10/9/2010,26.1111111111,13.8888888889,0.0
San Francisco,10/10/2010,24.4444444444,15.5555555556,0.0
San Francisco,10/11/2010,31.1111111111,15.5555555556,0.0
San Francisco,10/12/2010,34.4444444444,18.8888888889,0.0
San Francisco,10/13/2010,33.3333333333,18.8888888889,0.0
San Francisco,10/14/2010,30.0,17.7777777778,0.0
San Francisco,10/15/2010,24.4444444444,15.0,0.0
San Francisco,10/16/2010,18.3333333333,13.8888888889,0.0
San Francisco,10/17/2010,15.5555555556,14.4444444444,0.127000254001
San Francisco,10/18/2010,19.4444444444,12.2222222222,0.0
San Francisco,10/19/2010,22.7777777778,12.2222222222,0.0
San Francisco,10/20/2010,20.0,12.2222222222,0.0
San Francisco,10/21/2010,21.6666666667,16.6666666667,0.0254000508001
San Francisco,10/22/2010,18.8888888889,13.8888888889,0.0
San Francisco,10/23/2010,20.0,12.7777777778,0.685801371603
San Francisco,10/24/2010,21.1111111111,16.6666666667,0.939801879604
San Francisco,10/25/2010,20.0,14.4444444444,0.0
San Francisco,10/26/2010,20.0,12.7777777778,0.0
San Francisco,10/27/2010,18.8888888889,11.1111111111,0.0
San Francisco,10/28/2010,22.7777777778,10.5555555556,0.0
San Francisco,10/29/2010,17.2222222222,12.7777777778,0.203200406401
San Francisco,10/30/2010,17.2222222222,11.1111111111,0.152400304801
San Francisco,10/31/2010,18.8888888889,10.5555555556,0.0
San Francisco,11/1/2010,22.2222222222,10.5555555556,0.0
San Francisco,11/2/2010,22.7777777778,11.6666666667,0.0
San Francisco,11/3/2010,23.8888888889,12.7777777778,0.0
San Francisco,11/4/2010,25.0,14.4444444444,0.0
San Francisco,11/5/2010,18.8888888889,12.2222222222,0.0
San Francisco,11/6/2010,20.0,12.2222222222,0.0
San Francisco,11/7/2010,16.1111111111,11.6666666667,0.990601981204
San Francisco,11/8/2010,15.5555555556,10.0,0.0
San Francisco,11/9/2010,16.1111111111,7.77777777778,0.0
San Francisco,11/10/2010,16.1111111111,11.1111111111,0.0508001016002
San Francisco,11/11/2010,18.8888888889,9.44444444444,0.0
San Francisco,11/12/2010,18.8888888889,7.22222222222,0.0
San Francisco,11/13/2010,21.6666666667,8.33333333333,0.0
San Francisco,11/14/2010,25.0,11.1111111111,0.0
San Francisco,11/15/2010,25.5555555556,14.4444444444,0.0
San Francisco,11/16/2010,20.5555555556,11.6666666667,0.0
San Francisco,11/17/2010,18.8888888889,8.33333333333,0.0
San Francisco,11/18/2010,15.0,7.77777777778,0.0
San Francisco,11/19/2010,13.3333333333,7.77777777778,0.990601981204
San Francisco,11/20/2010,12.7777777778,7.22222222222,1.82880365761
San Francisco,11/21/2010,12.7777777778,6.66666666667,0.508001016002
San Francisco,11/22/2010,13.8888888889,8.88888888889,0.0254000508001
San Francisco,11/23/2010,12.2222222222,6.11111111111,0.609601219202
San Francisco,11/24/2010,10.0,3.33333333333,0.0
San Francisco,11/25/2010,11.1111111111,2.77777777778,0.0
San Francisco,11/26/2010,11.6666666667,2.77777777778,0.0
San Francisco,11/27/2010,12.2222222222,8.33333333333,1.1176022352
San Francisco,11/28/2010,11.6666666667,5.55555555556,0.0
San Francisco,11/29/2010,12.2222222222,3.33333333333,0.0
San Francisco,11/30/2010,11.1111111111,3.88888888889,0.0
San Francisco,12/1/2010,12.2222222222,3.88888888889,0.0
San Francisco,12/2/2010,11.6666666667,6.66666666667,0.0
San Francisco,12/3/2010,12.2222222222,10.0,0.0
San Francisco,12/4/2010,15.0,10.0,0.0508001016002
San Francisco,12/5/2010,16.1111111111,10.0,0.939801879604
San Francisco,12/6/2010,16.6666666667,10.0,0.1016002032
San Francisco,12/7/2010,15.0,7.22222222222,0.0
San Francisco,12/8/2010,13.8888888889,10.0,2.08280416561
San Francisco,12/9/2010,15.0,12.2222222222,0.0
San Francisco,12/10/2010,15.5555555556,12.7777777778,0.0
San Francisco,12/11/2010,15.5555555556,11.1111111111,0.0
San Francisco,12/12/2010,14.4444444444,11.1111111111,0.0
San Francisco,12/13/2010,13.8888888889,11.6666666667,0.0
San Francisco,12/14/2010,15.5555555556,11.1111111111,0.457200914402
San Francisco,12/15/2010,12.7777777778,6.11111111111,0.0
San Francisco,12/16/2010,11.6666666667,4.44444444444,0.1016002032
San Francisco,12/17/2010,13.8888888889,8.88888888889,1.75260350521
San Francisco,12/18/2010,16.1111111111,12.7777777778,0.863601727203
San Francisco,12/19/2010,15.0,10.5555555556,3.47980695961
San Francisco,12/20/2010,12.2222222222,8.88888888889,0.0
San Francisco,12/21/2010,14.4444444444,8.33333333333,0.355600711201
San Francisco,12/22/2010,12.7777777778,9.44444444444,0.406400812802
San Francisco,12/23/2010,12.2222222222,5.55555555556,0.0
San Francisco,12/24/2010,15.0,5.0,0.0
San Francisco,12/25/2010,13.3333333333,8.33333333333,2.10820421641
San Francisco,12/26/2010,14.4444444444,7.77777777778,0.0254000508001
San Francisco,12/27/2010,12.2222222222,7.22222222222,0.0
San Francisco,12/28/2010,13.8888888889,9.44444444444,2.28600457201
San Francisco,12/29/2010,13.8888888889,6.66666666667,0.228600457201
San Francisco,12/30/2010,11.1111111111,5.0,0.0
San Francisco,12/31/2010,9.44444444444,3.33333333333,0.0
San Francisco,1/1/2011,11.1111111111,8.33333333333,0.228600457201
San Francisco,1/2/2011,10.5555555556,8.88888888889,0.889001778004
San Francisco,1/3/2011,11.6666666667,7.22222222222,0.0
San Francisco,1/4/2011,11.6666666667,3.88888888889,0.0
San Francisco,1/5/2011,12.7777777778,3.33333333333,0.0
San Francisco,1/6/2011,11.1111111111,2.77777777778,0.0
San Francisco,1/7/2011,8.33333333333,3.88888888889,0.0
